tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_max
2023-07-20,32.1,21.1,0.0,14.3,84
2023-07-21,32.3,22.5,0.1,14.2,89
2023-07-22,33.0,22.4,0.2,13.8,95
2023-07-23,33.5,22.3,0.1,11.9,95
2023-07-24,31.1,23.0,4.9,13.0,96
2023-07-25,32.0,21.7,2.3,13.8,98
2023-07-26,29.8,22.0,1.0,7.0,99
2023-07-27,31.3,22.6,1.5,12.1,95
2023-07-28,32.0,23.1,2.8,13.3,91
2023-07-29,33.0,22.2,0.1,10.0,92
2023-07-30,31.6,21.6,0.7,10.4,94
2023-07-31,32.7,22.5,0.1,11.0,84
2023-08-01,33.8,20.2,0.0,15.7,89
2023-08-02,33.0,21.9,6.4,12.0,95
2023-08-03,33.3,23.5,5.7,12.6,96
2023-08-04,33.5,22.5,0.1,12.5,98
2023-08-05,33.4,23.0,0.0,15.3,95
2023-08-06,32.7,22.1,3.7,12.3,95
2023-08-07,32.8,21.7,1.1,10.2,98
2023-08-08,33.9,22.0,0.6,14.1,95
2023-08-09,33.5,21.8,0.3,10.6,98
2023-08-10,33.0,21.5,0.4,13.8,94
2023-08-11,31.9,21.3,0.0,12.4,97
2023-08-12,33.0,21.9,0.0,15.1,95
2023-08-13,33.5,21.0,0.2,16.6,92
2023-08-14,34.3,21.8,0.0,16.2,97
2023-08-15,34.6,21.0,0.8,18.4,88
2023-08-16,34.7,22.2,0.0,16.7,89
2023-08-17,35.1,23.1,0.0,22.5,81
2023-08-18,34.5,22.5,0.2,17.5,82
2023-08-19,35.0,22.3,0.0,16.1,91
2023-08-20,35.8,22.6,0.1,18.9,96
2023-08-21,34.1,22.5,0.3,17.1,89
2023-08-22,34.0,21.7,0.3,15.2,84
2023-08-23,34.2,22.9,0.6,14.0,81
2023-08-24,34.9,22.2,0.4,10.6,91
2023-08-25,34.1,22.6,1.3,12.4,98
2023-08-26,33.2,22.9,0.0,12.4,97
2023-08-27,32.5,22.6,1.8,13.9,100
2023-08-28,31.0,22.0,4.0,11.2,93
2023-08-29,34.0,21.5,0.0,19.0,97
2023-08-30,34.5,22.6,0.5,16.6,93
2023-08-31,35.0,21.0,0.0,19.2,91
2023-09-01,34.7,22.0,0.0,21.0,85
2023-09-02,34.3,21.8,3.2,22.0,93
2023-09-03,34.2,22.9,0.1,13.8,89
2023-09-04,34.5,20.9,0.0,20.5,82
2023-09-05,34.8,20.6,0.0,21.1,83
2023-09-06,35.7,22.0,0.0,20.7,80
2023-09-07,35.0,22.2,0.0,11.3,81
2023-09-08,35.2,23.2,2.1,14.8,94
2023-09-09,34.2,22.7,1.4,12.9,98
2023-09-10,34.8,22.7,1.1,20.2,91
2023-09-11,36.0,21.9,0.1,16.5,96
2023-09-12,37.2,23.0,0.2,15.0,83
2023-09-13,35.6,23.4,0.0,19.0,86
2023-09-14,35.0,22.9,0.5,21.3,89
2023-09-15,35.9,22.5,0.0,20.9,92
2023-09-16,36.0,23.0,4.7,16.7,92
2023-09-17,35.0,23.4,2.8,14.8,90
2023-09-18,34.2,23.4,2.2,12.0,91
2023-09-19,33.8,23.6,14.9,15.6,98
2023-09-20,33.8,23.5,0.5,13.8,98
2023-09-21,34.3,23.6,0.0,12.3,92
2023-09-22,34.5,21.6,1.0,24.5,94
2023-09-23,33.9,22.0,0.4,12.5,90
2023-09-24,36.2,22.5,0.0,19.7,94
2023-09-25,37.5,21.9,0.0,22.7,90
2023-09-26,36.3,23.4,0.0,19.2,81
2023-09-27,37.0,22.5,0.0,21.7,79
2023-09-28,38.5,22.9,0.0,23.6,80
2023-09-29,37.1,23.6,1.5,13.5,74
2023-09-30,35.9,23.4,2.6,19.9,94
2023-10-01,36.3,23.0,0.1,21.6,93
2023-10-02,36.1,23.5,0.1,15.0,89
2023-10-03,35.6,23.7,0.0,22.0,83
2023-10-04,35.2,23.4,0.8,15.1,93
2023-10-05,36.1,23.9,0.7,20.6,96
2023-10-06,35.1,23.3,1.7,9.0,95
2023-10-07,35.2,23.8,1.8,12.9,93
2023-10-08,35.8,24.0,1.0,16.9,90
2023-10-09,36.2,23.8,2.5,17.1,93
2023-10-10,34.8,24.0,4.4,17.1,99
2023-10-11,36.2,24.1,1.3,15.1,97
2023-10-12,36.1,23.5,0.1,20.8,96
2023-10-13,36.8,23.9,1.5,18.4,95
2023-10-14,35.9,24.5,3.0,16.5,94
2023-10-15,34.8,24.0,3.1,14.3,90
2023-10-16,37.4,23.4,0.3,20.0,89
2023-10-17,38.4,24.0,1.1,20.5,93
2023-10-18,37.8,24.2,0.0,22.3,79
2023-10-19,35.4,23.2,0.1,20.6,76
2023-10-20,35.7,23.7,23.8,15.7,93
2023-10-21,35.2,23.7,3.4,16.0,97
2023-10-22,34.0,24.1,3.6,11.1,91
2023-10-23,35.1,22.6,2.7,14.4,97
2023-10-24,33.7,23.1,15.4,12.2,92
2023-10-25,33.9,23.5,22.3,11.5,96
2023-10-26,34.7,23.4,1.0,10.0,98
2023-10-27,35.7,24.5,0.5,15.8,91
2023-10-28,37.3,24.0,0.0,18.1,92
2023-10-29,37.0,23.5,0.0,24.8,80
2023-10-30,36.2,23.1,0.1,16.6,81
2023-10-31,36.3,24.8,1.3,13.7,93
2023-11-01,35.2,23.9,5.3,16.4,99
2023-11-02,35.2,24.3,4.2,14.1,99
2023-11-03,34.8,24.0,4.3,14.0,97
2023-11-04,33.3,23.8,12.2,14.5,97
2023-11-05,33.2,23.8,8.1,10.9,96
2023-11-06,34.8,23.4,0.4,11.2,97
2023-11-07,34.3,23.5,0.6,10.9,93
2023-11-08,35.2,23.7,1.2,13.0,98
2023-11-09,36.9,24.3,0.7,16.6,91
2023-11-10,36.2,24.2,1.4,17.9,93
2023-11-11,33.5,24.0,2.5,11.5,99
2023-11-12,34.7,23.3,11.4,10.7,99
2023-11-13,34.5,23.0,5.0,12.1,98
2023-11-14,33.6,23.8,26.4,18.7,97
2023-11-15,33.6,23.2,1.0,7.6,99
2023-11-16,34.4,24.8,14.7,9.9,95
2023-11-17,32.3,24.1,2.5,12.1,98
2023-11-18,34.1,23.2,4.3,8.4,99
2023-11-19,35.2,24.1,0.4,8.8,96
2023-11-20,33.6,24.3,1.7,16.8,94
2023-11-21,33.5,23.6,11.2,13.9,98
2023-11-22,33.6,23.5,3.2,10.4,98
2023-11-23,32.8,23.9,7.9,11.3,96
2023-11-24,32.0,24.2,10.2,20.1,99
2023-11-25,28.7,23.0,11.6,10.7,98
2023-11-26,32.3,22.5,11.0,9.3,99
2023-11-27,28.4,23.1,14.5,11.2,97
2023-11-28,31.1,22.9,34.7,8.8,99
2023-11-29,32.1,22.1,24.2,11.6,99
2023-11-30,30.5,23.5,17.9,8.0,96
2023-12-01,27.2,23.4,14.4,8.4,99
2023-12-02,31.9,23.9,11.9,8.5,97
2023-12-03,30.6,23.5,22.8,11.9,96
2023-12-04,30.2,23.5,9.2,5.5,99
2023-12-05,31.7,23.5,0.2,8.7,99
2023-12-06,31.1,23.8,11.0,7.6,97
2023-12-07,31.9,23.1,7.1,9.0,99
2023-12-08,31.7,23.0,8.0,8.9,99
2023-12-09,31.5,23.5,17.0,6.8,98
2023-12-10,31.5,23.6,5.2,8.4,98
2023-12-11,32.3,23.2,2.0,9.3,96
2023-12-12,32.8,22.9,0.2,10.3,100
2023-12-13,32.5,22.0,0.1,11.0,88
2023-12-14,33.9,22.4,0.1,12.3,88
2023-12-15,34.0,22.1,0.0,13.4,92
2023-12-16,34.1,23.2,0.0,19.4,86
2023-12-17,34.3,23.4,0.1,10.7,94
2023-12-18,34.7,23.5,0.9,8.0,96
2023-12-19,34.8,24.0,0.0,14.2,85
2023-12-20,35.1,22.0,0.0,15.5,84
2023-12-21,35.3,22.3,0.0,16.8,83
2023-12-22,35.2,22.6,0.1,17.2,83
2023-12-23,36.0,24.9,0.9,12.4,86
2023-12-24,34.7,24.8,5.5,15.9,91
2023-12-25,32.5,23.9,19.6,15.8,97
2023-12-26,30.8,23.2,8.6,7.3,97
2023-12-27,31.4,24.0,12.9,14.5,98
2023-12-28,33.2,23.8,9.6,10.1,98
2023-12-29,32.2,23.6,10.2,8.8,99
2023-12-30,32.4,23.6,11.2,12.6,99
2023-12-31,31.9,23.9,13.9,8.7,99
